Pclass,Family Size,Fare Per Person,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Age Group,PassengerId,Survived
0.0,1.0,-0.2847715736040609,0.0,1.0,0.0,0.0,1.0,0.0,1,0
-2.0,1.0,1.6654812182741114,1.0,0.0,1.0,0.0,0.0,0.0,2,1
0.0,0.0,-0.02284263959390868,1.0,0.0,0.0,0.0,1.0,0.0,3,1
-2.0,1.0,1.1116751269035532,1.0,0.0,0.0,0.0,1.0,0.0,4,1
0.0,0.0,-0.015228426395939085,0.0,1.0,0.0,0.0,1.0,0.0,5,0
0.0,0.0,0.009642639593908554,0.0,1.0,0.0,1.0,0.0,4.0,6,0
-2.0,0.0,2.6535532994923856,0.0,1.0,0.0,0.0,1.0,2.0,7,0
0.0,4.0,-0.24883248730964472,0.0,1.0,0.0,0.0,1.0,1.0,8,0
0.0,2.0,-0.2795269035532995,1.0,0.0,0.0,0.0,1.0,0.0,9,1
-1.0,1.0,0.41027817258883237,1.0,0.0,1.0,0.0,0.0,3.0,10,1
0.0,2.0,-0.16649746192893405,1.0,0.0,0.0,0.0,1.0,1.0,11,1
-2.0,0.0,1.1116751269035532,1.0,0.0,0.0,0.0,1.0,2.0,12,1
0.0,0.0,-0.015228426395939085,0.0,1.0,0.0,0.0,1.0,0.0,13,0
0.0,6.0,-0.23343002175489488,0.0,1.0,0.0,0.0,1.0,0.0,14,0
0.0,0.0,-0.02715532994923864,1.0,0.0,0.0,0.0,1.0,3.0,15,0
-1.0,0.0,0.4690355329949238,1.0,0.0,0.0,0.0,1.0,2.0,16,1
0.0,5.0,-0.2098984771573604,0.0,1.0,0.0,1.0,0.0,1.0,17,0
-1.0,0.0,0.28629441624365476,0.0,1.0,0.0,0.0,1.0,4.0,18,1
0.0,1.0,0.0426395939086294,1.0,0.0,0.0,0.0,1.0,0.0,19,0
0.0,0.0,-0.06548223350253814,1.0,0.0,1.0,0.0,0.0,4.0,20,1
-1.0,0.0,1.0781725888324871,0.0,1.0,0.0,0.0,1.0,0.0,21,0
-1.0,0.0,0.28629441624365476,0.0,1.0,0.0,0.0,1.0,0.0,22,1
0.0,0.0,-0.016495431472081296,1.0,0.0,0.0,1.0,0.0,3.0,23,1
-2.0,0.0,1.6568527918781724,0.0,1.0,0.0,0.0,1.0,0.0,24,1
0.0,4.0,-0.24883248730964472,1.0,0.0,0.0,0.0,1.0,1.0,25,0
0.0,6.0,-0.2324510514865845,1.0,0.0,0.0,0.0,1.0,0.0,26,1
0.0,0.0,-0.06548223350253814,0.0,1.0,1.0,0.0,0.0,4.0,27,0
-2.0,5.0,2.164467005076142,0.0,1.0,0.0,0.0,1.0,0.0,28,0
0.0,0.0,-0.02563248730964471,1.0,0.0,0.0,1.0,0.0,4.0,29,1
0.0,0.0,-0.024621319796954335,0.0,1.0,0.0,0.0,1.0,4.0,30,0
-2.0,0.0,1.1829928934010152,0.0,1.0,1.0,0.0,0.0,0.0,31,0
-2.0,1.0,3.9569786802030458,1.0,0.0,1.0,0.0,0.0,4.0,32,1
0.0,0.0,-0.03350253807106603,1.0,0.0,0.0,1.0,0.0,4.0,33,1
-1.0,0.0,0.1340101522842639,0.0,1.0,0.0,0.0,1.0,2.0,34,0
-2.0,1.0,1.997080203045685,0.0,1.0,1.0,0.0,0.0,0.0,35,0
-2.0,1.0,1.0781725888324871,0.0,1.0,0.0,0.0,1.0,0.0,36,0
0.0,0.0,-0.06522639593908636,0.0,1.0,1.0,0.0,0.0,4.0,37,1
0.0,0.0,-0.015228426395939085,0.0,1.0,0.0,0.0,1.0,0.0,38,0
0.0,2.0,-0.14010152284263963,1.0,0.0,0.0,0.0,1.0,3.0,39,0
0.0,1.0,-0.16319695431472084,1.0,0.0,1.0,0.0,0.0,3.0,40,1
0.0,1.0,-0.21700507614213202,1.0,0.0,0.0,0.0,1.0,0.0,41,0
-1.0,1.0,0.1340101522842639,1.0,0.0,0.0,0.0,1.0,0.0,42,0
0.0,0.0,-0.024621319796954335,0.0,1.0,1.0,0.0,0.0,4.0,43,0
-1.0,3.0,0.12760203045685276,1.0,0.0,1.0,0.0,0.0,1.0,44,1
0.0,0.0,-0.02563248730964471,1.0,0.0,0.0,1.0,0.0,0.0,45,1
0.0,0.0,-0.015228426395939085,0.0,1.0,0.0,0.0,1.0,4.0,46,0
0.0,1.0,-0.03350253807106603,0.0,1.0,0.0,1.0,0.0,4.0,47,0
0.0,0.0,-0.03350253807106603,1.0,0.0,0.0,1.0,0.0,4.0,48,1
0.0,2.0,-0.0653969543147208,0.0,1.0,1.0,0.0,0.0,4.0,49,0
0.0,1.0,0.03654822335025378,1.0,0.0,0.0,0.0,1.0,3.0,50,0
0.0,5.0,-0.10266497461928939,0.0,1.0,0.0,0.0,1.0,1.0,51,0
0.0,0.0,-0.030456852791878226,0.0,1.0,0.0,0.0,1.0,0.0,52,0
-2.0,1.0,1.831346192893401,1.0,0.0,1.0,0.0,0.0,0.0,53,1
-1.0,1.0,0.28629441624365476,1.0,0.0,0.0,0.0,1.0,0.0,54,1
-2.0,1.0,1.3821076142131978,0.0,1.0,1.0,0.0,0.0,2.0,55,0
-2.0,0.0,1.6568527918781724,0.0,1.0,0.0,0.0,1.0,4.0,56,1
-1.0,0.0,0.1340101522842639,1.0,0.0,0.0,0.0,1.0,0.0,57,1
0.0,0.0,-0.06522639593908636,0.0,1.0,1.0,0.0,0.0,0.0,58,0
-1.0,3.0,-0.08299492385786805,1.0,0.0,0.0,0.0,1.0,1.0,59,1
0.0,7.0,-0.14847715736040615,0.0,1.0,0.0,0.0,1.0,1.0,60,0
0.0,0.0,-0.06522639593908636,0.0,1.0,1.0,0.0,0.0,0.0,61,0
-2.0,0.0,4.36751269035533,1.0,0.0,0.0,0.0,1.0,0.0,62,1
-2.0,1.0,2.036802030456853,0.0,1.0,0.0,0.0,1.0,0.0,63,0
0.0,5.0,-0.22233502538071073,0.0,1.0,0.0,0.0,1.0,1.0,64,0
-2.0,0.0,1.1829928934010152,0.0,1.0,1.0,0.0,0.0,4.0,65,0
0.0,2.0,-0.19602436548223356,0.0,1.0,1.0,0.0,0.0,4.0,66,1
-1.0,0.0,0.1340101522842639,1.0,0.0,0.0,0.0,1.0,0.0,67,1
0.0,0.0,-0.008631472081218283,0.0,1.0,0.0,0.0,1.0,0.0,68,0
0.0,6.0,-0.43662073966642495,1.0,0.0,0.0,0.0,1.0,3.0,69,1
0.0,2.0,-0.3296954314720813,0.0,1.0,0.0,0.0,1.0,0.0,70,0
-1.0,0.0,0.1340101522842639,0.0,1.0,0.0,0.0,1.0,0.0,71,0
0.0,7.0,-0.14847715736040615,1.0,0.0,0.0,0.0,1.0,3.0,72,0
-1.0,0.0,3.9715736040609135,0.0,1.0,0.0,0.0,1.0,0.0,73,0
0.0,1.0,-0.06535431472081221,0.0,1.0,1.0,0.0,0.0,0.0,74,0
0.0,0.0,2.935784771573604,0.0,1.0,0.0,0.0,1.0,0.0,75,1
0.0,0.0,-0.03959390862944164,0.0,1.0,0.0,0.0,1.0,0.0,76,0
0.0,0.0,-0.024621319796954335,0.0,1.0,0.0,0.0,1.0,4.0,77,0
0.0,0.0,-0.015228426395939085,0.0,1.0,0.0,0.0,1.0,4.0,78,0
-1.0,2.0,0.08324873096446692,0.0,1.0,0.0,0.0,1.0,1.0,79,1
0.0,0.0,0.25431472081218265,1.0,0.0,0.0,0.0,1.0,0.0,80,1
0.0,0.0,0.0426395939086294,0.0,1.0,0.0,0.0,1.0,0.0,81,0
0.0,0.0,0.07309644670050756,0.0,1.0,0.0,0.0,1.0,0.0,82,1
0.0,0.0,-0.03121827411167519,1.0,0.0,0.0,1.0,0.0,4.0,83,1
-2.0,0.0,2.363451776649746,0.0,1.0,0.0,0.0,1.0,0.0,84,0
-1.0,0.0,0.1340101522842639,1.0,0.0,0.0,0.0,1.0,3.0,85,1
0.0,3.0,-0.2642131979695431,1.0,0.0,0.0,0.0,1.0,0.0,86,1
0.0,4.0,-0.08680203045685284,0.0,1.0,0.0,0.0,1.0,3.0,87,0
0.0,0.0,-0.015228426395939085,0.0,1.0,0.0,0.0,1.0,4.0,88,0
-2.0,5.0,2.164467005076142,1.0,0.0,0.0,0.0,1.0,0.0,89,1
0.0,0.0,-0.015228426395939085,0.0,1.0,0.0,0.0,1.0,0.0,90,0
0.0,0.0,-0.015228426395939085,0.0,1.0,0.0,0.0,1.0,0.0,91,0
0.0,0.0,-0.02715532994923864,0.0,1.0,0.0,0.0,1.0,0.0,92,0
-2.0,1.0,1.3576142131979694,0.0,1.0,0.0,0.0,1.0,0.0,93,0
0.0,3.0,-0.192258883248731,0.0,1.0,0.0,0.0,1.0,0.0,94,0
0.0,0.0,-0.06395939086294421,0.0,1.0,0.0,0.0,1.0,2.0,95,0
0.0,0.0,-0.015228426395939085,0.0,1.0,0.0,0.0,1.0,4.0,96,0
-2.0,0.0,1.6053319796954315,0.0,1.0,1.0,0.0,0.0,2.0,97,0
-2.0,1.0,1.424110659898477,0.0,1.0,1.0,0.0,0.0,0.0,98,1
-1.0,1.0,0.19492385786802024,1.0,0.0,0.0,0.0,1.0,0.0,99,1
-1.0,1.0,0.28629441624365476,0.0,1.0,0.0,0.0,1.0,0.0,100,0
0.0,0.0,-0.024621319796954335,1.0,0.0,0.0,0.0,1.0,0.0,101,0
0.0,0.0,-0.024621319796954335,0.0,1.0,0.0,0.0,1.0,4.0,102,0
-2.0,1.0,1.8483502538071062,0.0,1.0,0.0,0.0,1.0,0.0,103,0
0.0,0.0,0.02157563451776642,0.0,1.0,0.0,0.0,1.0,0.0,104,0
0.0,2.0,-0.3446700507614213,0.0,1.0,0.0,0.0,1.0,0.0,105,0
0.0,0.0,-0.024621319796954335,0.0,1.0,0.0,0.0,1.0,0.0,106,0
0.0,0.0,-0.03959390862944164,1.0,0.0,0.0,0.0,1.0,0.0,107,1
0.0,0.0,-0.031979695431472104,0.0,1.0,0.0,0.0,1.0,4.0,108,1
0.0,0.0,-0.024621319796954335,0.0,1.0,0.0,0.0,1.0,0.0,109,0
0.0,1.0,0.2299492385786801,1.0,0.0,0.0,1.0,0.0,4.0,110,1
-2.0,0.0,2.6619289340101524,0.0,1.0,0.0,0.0,1.0,0.0,111,0
0.0,1.0,-0.06535431472081221,1.0,0.0,1.0,0.0,0.0,3.0,112,0
0.0,0.0,-0.015228426395939085,0.0,1.0,0.0,0.0,1.0,0.0,113,0
0.0,1.0,-0.20634517766497468,1.0,0.0,0.0,0.0,1.0,0.0,114,0
0.0,0.0,0.3751248730964466,1.0,0.0,1.0,0.0,0.0,3.0,115,0
0.0,0.0,-0.02284263959390868,0.0,1.0,0.0,0.0,1.0,0.0,116,0
0.0,0.0,-0.03350253807106603,0.0,1.0,0.0,1.0,0.0,2.0,117,0
-1.0,1.0,0.1340101522842639,0.0,1.0,0.0,0.0,1.0,0.0,118,0
-2.0,1.0,7.033120812182741,0.0,1.0,1.0,0.0,0.0,0.0,119,0
0.0,6.0,-0.23343002175489488,1.0,0.0,0.0,0.0,1.0,1.0,120,0
-1.0,2.0,0.9868020304568527,0.0,1.0,0.0,0.0,1.0,0.0,121,0
0.0,0.0,-0.015228426395939085,0.0,1.0,0.0,0.0,1.0,4.0,122,0
-1.0,1.0,0.41027817258883237,0.0,1.0,1.0,0.0,0.0,0.0,123,0
-1.0,0.0,0.28629441624365476,1.0,0.0,0.0,0.0,1.0,0.0,124,1
-2.0,1.0,1.8483502538071062,0.0,1.0,0.0,0.0,1.0,2.0,125,0
0.0,1.0,-0.16319695431472084,0.0,1.0,1.0,0.0,0.0,3.0,126,1
0.0,0.0,-0.03350253807106603,0.0,1.0,0.0,1.0,0.0,4.0,127,0
0.0,0.0,-0.070556345177665,0.0,1.0,0.0,0.0,1.0,0.0,128,1
0.0,2.0,-0.05160812182741123,1.0,0.0,1.0,0.0,0.0,4.0,129,1
0.0,0.0,-0.08071065989847721,0.0,1.0,0.0,0.0,1.0,0.0,130,0
0.0,0.0,-0.024621319796954335,0.0,1.0,1.0,0.0,0.0,0.0,131,0
0.0,0.0,-0.07614213197969548,0.0,1.0,0.0,0.0,1.0,0.0,132,0
0.0,1.0,-0.06395939086294421,1.0,0.0,0.0,0.0,1.0,0.0,133,0
-1.0,1.0,0.28629441624365476,1.0,0.0,0.0,0.0,1.0,0.0,134,1
-1.0,0.0,0.28629441624365476,0.0,1.0,0.0,0.0,1.0,0.0,135,0
-1.0,0.0,0.41091167512690346,0.0,1.0,1.0,0.0,0.0,0.0,136,0
-2.0,2.0,0.02808730964467005,1.0,0.0,0.0,0.0,1.0,0.0,137,1
-2.0,1.0,1.1116751269035532,0.0,1.0,0.0,0.0,1.0,0.0,138,0
0.0,0.0,0.05583959390862936,0.0,1.0,0.0,0.0,1.0,3.0,139,0
-2.0,0.0,4.318781725888325,0.0,1.0,1.0,0.0,0.0,0.0,140,0
0.0,2.0,-0.19602436548223356,1.0,0.0,1.0,0.0,0.0,4.0,141,0
0.0,0.0,-0.03350253807106603,1.0,0.0,0.0,0.0,1.0,0.0,142,1
0.0,1.0,-0.02284263959390868,1.0,0.0,0.0,0.0,1.0,0.0,143,1
0.0,0.0,-0.09441624365482237,0.0,1.0,0.0,1.0,0.0,0.0,144,0
-1.0,0.0,0.19492385786802024,0.0,1.0,0.0,0.0,1.0,3.0,145,0
-1.0,2.0,0.2406091370558375,0.0,1.0,0.0,0.0,1.0,0.0,146,0
0.0,0.0,-0.03071269035533,0.0,1.0,0.0,0.0,1.0,0.0,147,1
0.0,4.0,-0.08680203045685284,1.0,0.0,0.0,0.0,1.0,1.0,148,0
-1.0,2.0,0.02233502538071058,0.0,1.0,0.0,0.0,1.0,0.0,149,0
-1.0,0.0,0.28629441624365476,0.0,1.0,0.0,0.0,1.0,0.0,150,0
-1.0,0.0,0.2573604060913705,0.0,1.0,0.0,0.0,1.0,2.0,151,0
-2.0,1.0,1.5228426395939083,1.0,0.0,0.0,0.0,1.0,0.0,152,1
0.0,0.0,-0.015228426395939085,0.0,1.0,0.0,0.0,1.0,2.0,153,0
0.0,2.0,-0.21116751269035539,0.0,1.0,0.0,0.0,1.0,0.0,154,0
0.0,0.0,-0.06015228426395943,0.0,1.0,0.0,0.0,1.0,4.0,155,0
-2.0,1.0,1.3638335025380708,0.0,1.0,1.0,0.0,0.0,2.0,156,0
0.0,0.0,-0.03451979695431477,1.0,0.0,0.0,1.0,0.0,3.0,157,1
0.0,0.0,-0.015228426395939085,0.0,1.0,0.0,0.0,1.0,0.0,158,0
0.0,0.0,0.022081218274111608,0.0,1.0,0.0,0.0,1.0,4.0,159,0
0.0,10.0,-0.12044300876788193,0.0,1.0,0.0,0.0,1.0,4.0,160,0
0.0,1.0,-0.015228426395939085,0.0,1.0,0.0,0.0,1.0,0.0,161,0
-1.0,0.0,0.4538071065989847,1.0,0.0,0.0,0.0,1.0,0.0,162,1
0.0,0.0,-0.031979695431472104,0.0,1.0,0.0,0.0,1.0,0.0,163,0
0.0,0.0,0.022081218274111608,0.0,1.0,0.0,0.0,1.0,3.0,164,0
0.0,5.0,-0.10266497461928939,0.0,1.0,0.0,0.0,1.0,1.0,165,0
0.0,2.0,-0.08883248730964476,0.0,1.0,0.0,0.0,1.0,1.0,166,1
-2.0,1.0,1.1695431472081217,1.0,0.0,0.0,0.0,1.0,4.0,167,1
0.0,5.0,-0.22233502538071073,1.0,0.0,0.0,0.0,1.0,0.0,168,0
-2.0,0.0,1.0736040609137054,0.0,1.0,0.0,0.0,1.0,4.0,169,0
0.0,0.0,2.935784771573604,0.0,1.0,0.0,0.0,1.0,0.0,170,0
-2.0,0.0,1.5350253807106597,0.0,1.0,0.0,0.0,1.0,2.0,171,0
0.0,5.0,-0.2098984771573604,0.0,1.0,0.0,1.0,0.0,1.0,172,0
0.0,2.0,-0.2795269035532995,1.0,0.0,0.0,0.0,1.0,1.0,173,1
0.0,0.0,-0.02284263959390868,0.0,1.0,0.0,0.0,1.0,0.0,174,0
-2.0,0.0,1.3642111675126902,0.0,1.0,1.0,0.0,0.0,2.0,175,0
0.0,2.0,-0.346107614213198,0.0,1.0,0.0,0.0,1.0,3.0,176,0
0.0,4.0,-0.19532954314720818,0.0,1.0,0.0,0.0,1.0,4.0,177,0
-2.0,0.0,1.2434010152284263,1.0,0.0,1.0,0.0,0.0,2.0,178,0
-1.0,0.0,0.28629441624365476,0.0,1.0,0.0,0.0,1.0,0.0,179,0
0.0,0.0,-0.5055837563451777,0.0,1.0,0.0,0.0,1.0,0.0,180,0
0.0,10.0,-0.12044300876788193,1.0,0.0,0.0,0.0,1.0,4.0,181,0
-1.0,0.0,0.4111675126903553,0.0,1.0,1.0,0.0,0.0,4.0,182,0
0.0,6.0,-0.2324510514865845,0.0,1.0,0.0,0.0,1.0,1.0,183,0
-1.0,3.0,0.08832487309644665,0.0,1.0,0.0,0.0,1.0,1.0,184,1
0.0,2.0,-0.05837563451776658,1.0,0.0,0.0,0.0,1.0,1.0,185,1
-2.0,0.0,2.54010152284264,0.0,1.0,0.0,0.0,1.0,4.0,186,0
0.0,1.0,-0.03350253807106603,1.0,0.0,0.0,1.0,0.0,4.0,187,1
-2.0,0.0,1.1116751269035532,0.0,1.0,0.0,0.0,1.0,0.0,188,1
0.0,2.0,-0.19086294416243657,0.0,1.0,0.0,1.0,0.0,0.0,189,0
0.0,0.0,-0.024621319796954335,0.0,1.0,0.0,0.0,1.0,0.0,190,0
-1.0,0.0,0.28629441624365476,1.0,0.0,0.0,0.0,1.0,0.0,191,1
-1.0,0.0,0.28629441624365476,0.0,1.0,0.0,0.0,1.0,0.0,192,0
0.0,1.0,-0.2663695431472082,1.0,0.0,0.0,0.0,1.0,0.0,193,1
-1.0,2.0,0.02233502538071058,0.0,1.0,0.0,0.0,1.0,1.0,194,1
-2.0,0.0,1.1829928934010152,1.0,0.0,1.0,0.0,0.0,0.0,195,1
-2.0,0.0,8.419541116751269,1.0,0.0,1.0,0.0,0.0,2.0,196,1
0.0,0.0,-0.03350253807106603,0.0,1.0,0.0,1.0,0.0,4.0,197,0
0.0,1.0,-0.24961827411167517,0.0,1.0,0.0,0.0,1.0,0.0,198,0
0.0,0.0,-0.03350253807106603,1.0,0.0,0.0,1.0,0.0,4.0,199,1
-1.0,0.0,0.28629441624365476,1.0,0.0,0.0,0.0,1.0,0.0,200,0
0.0,0.0,0.07309644670050756,0.0,1.0,0.0,0.0,1.0,0.0,201,0
0.0,10.0,-0.12044300876788193,0.0,1.0,0.0,0.0,1.0,4.0,202,0
0.0,0.0,-0.10990050761421323,0.0,1.0,0.0,0.0,1.0,0.0,203,0
0.0,0.0,-0.06548223350253814,0.0,1.0,1.0,0.0,0.0,0.0,204,0
0.0,0.0,-0.015228426395939085,0.0,1.0,0.0,0.0,1.0,3.0,205,1
0.0,1.0,-0.18692893401015231,1.0,0.0,0.0,0.0,1.0,1.0,206,0
0.0,1.0,-0.02284263959390868,0.0,1.0,0.0,0.0,1.0,0.0,207,0
0.0,0.0,0.6388324873096447,0.0,1.0,1.0,0.0,0.0,0.0,208,1
0.0,0.0,-0.03350253807106603,1.0,0.0,0.0,1.0,0.0,3.0,209,1
-2.0,0.0,1.3827411167512689,0.0,1.0,1.0,0.0,0.0,0.0,210,1
0.0,0.0,-0.07614213197969548,0.0,1.0,0.0,0.0,1.0,0.0,211,0
-1.0,0.0,0.7736040609137055,1.0,0.0,0.0,0.0,1.0,0.0,212,1
0.0,0.0,-0.06395939086294421,0.0,1.0,0.0,0.0,1.0,0.0,213,0
-1.0,0.0,0.28629441624365476,0.0,1.0,0.0,0.0,1.0,0.0,214,0
0.0,1.0,-0.26954314720812184,0.0,1.0,0.0,1.0,0.0,4.0,215,0
-2.0,1.0,2.9444162436548225,1.0,0.0,1.0,0.0,0.0,0.0,216,1
0.0,0.0,-0.02284263959390868,1.0,0.0,0.0,0.0,1.0,0.0,217,1
-1.0,1.0,0.3167512690355329,0.0,1.0,0.0,0.0,1.0,0.0,218,0
-2.0,0.0,4.141626395939086,1.0,0.0,1.0,0.0,0.0,0.0,219,1
-1.0,0.0,0.1340101522842639,0.0,1.0,0.0,0.0,1.0,0.0,220,0
0.0,0.0,-0.015228426395939085,0.0,1.0,0.0,0.0,1.0,3.0,221,1
-1.0,0.0,0.28629441624365476,0.0,1.0,0.0,0.0,1.0,0.0,222,0
